museo_id,museo_nombre,museo_tematica_n1,museo_fecha_fundacion,museo_adscripcion,estado_id,nom_ent,municipio_id,nom_mun,localidad_id,nom_loc,museo_calle_numero,museo_colonia,museo_cp,museo_telefono1,pagina_web,pagina_web2,email,twitter,gmaps_latitud,gmaps_longitud,link_sic,fecha_mod,aprox_loc
2234,Museo Diablos: Una Historia Incomparable,,4/26/2022,"Salón de la Fama Diablos Rojos, AC",9,Ciudad de México,6,Iztacalco,1,Iztacalco,"Av. Viaducto Río de la Piedad Ciudad Deportiva de la Magdalena Mixihuca, puerta 8",Col. Granjas México,08400,55 9128 7200,https://fahho.mx/el-museo-diablos-una-historia-incomparable/,,info_oficialeahh@adelm.com;  contacto@diablos-rojos.com,,19.3959,-99.0975,http://sic.gob.mx/ficha.php?table=museo&table_id=2234,5/23/2023 12:40,
531,Museo Comunitario de San Miguel Teotongo,Arqueología,10/31/1994,Alcaldía Iztapalapa/Dirección Ejecutiva de Cultura,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa,Amillita s/n entre Curro Rivera y Américas,Col. San Miguel Teotongo,09630,55 5445 1191,,,mimuseo.smt@gmail.com ,,19.34358,-98.98766,http://sic.gob.mx/ficha.php?table=museo&table_id=531,10/26/2021 10:03,
547,Museo Cabeza de Juárez,Arte,3/21/1976,Alcaldía Iztapalapa/Dirección Ejecutiva de Cultura ,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa,Av. Guelatao s/n,U.H. Cabeza de Juárez III,09227, 55 1883 6897,,, comunicacion.culturaiztapalapa@gmail.com,,19.38271,-99.039,http://sic.gob.mx/ficha.php?table=museo&table_id=547,1/17/2023 04:42,
1877,Museo del Servicio de Transportes Eléctricos,,11/1/2006,,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa,"Av. Municipio Libre 402, piso 3",Col. San Andrés Tetepilco,09440,55 2595 0000 ext. 286,,, gchavez@ste.cdmx.gob.mx,,19.36678,-99.13383,http://sic.gob.mx/ficha.php?table=museo&table_id=1877,8/11/2022 08:36,
1535,Museo de las Culturas Pasión por Iztapalapa,Arte,4/12/2012,Alcaldía Iztapalapa,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa,Calz. Ermita  Iztapalapa 100,Barrio San Pablo,09000,"55 5445 1068, 55 5445 1114",,,museoculturas100@gmail.com; muciz100@yahoo.com,muciz100    ,19.35752,-99.0877,http://sic.gob.mx/ficha.php?table=museo&table_id=1535,11/7/2023 04:55,
910,Museo Fuego Nuevo,Arqueología,1/10/1998,Alcaldía Iztapalapa/Dirección Ejecutiva de Cultura,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa,Parque Nacional Cerro de la Estrella s/n,Col. Ampl. Veracruzana,09856,55 5686 9443,,,mfuegonuevo.iztapalapa@gmail.com,,19.34799,-99.09101,http://sic.gob.mx/ficha.php?table=museo&table_id=910,2/20/2023 06:16,
2256,Museo Barco Utopía,,4/13/2023,Alcaldía Iztapalapa,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa,"Parque Lineal Periférico Oriente y Eje 6 Sur,",Unidad Habitacional Vicente Guerrero,09200, 55 2924 8932,https://www.culturaiztapalapa.com/barcoutopia,,,,19.36644,-99.05763,http://sic.gob.mx/ficha.php?table=museo&table_id=2256,4/14/2023 13:31,
971,Antiguo Convento de San Juan Evangelista sede del Centro Comunitario Culhuacán,Arte,2/1/1984,Secretaría de Cultura/INAH,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa,Morelos 10,Col. Culhuacán,09800,"55 4166 0780 al 84 exts. 413506, 413512",,,carmen_mendoza@inah.gob.mx,,19.33997,-99.10839,http://sic.gob.mx/ficha.php?table=museo&table_id=971,12/21/2023 06:13,
2284,Museo-Observatorio Interactivo de Hundimiento y Fracturamiento (OIHFRA),,11/18/2022,Alcaldía Iztapalapa/Centro de Geociencias de la UNAM,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa,Colima s/n,San Sebastián Tecoloxtitlán,09520,55 54 45 10 77,https://oihfra.org/,https://www.utopiasiztapalapa.com/utopia-tecoloxtitlan-iztapalapa-cdmx-mexico.php,correo@oihfra.org,,19.36202,-99.02043,http://sic.gob.mx/ficha.php?table=museo&table_id=2284,6/15/2023 12:37,
2386,Planetario Katya Echazarreta,,3/17/2023,Alcaldía Iztapalapa,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa,Río Nilo esq. Av. Reforma,Col. Lomas de San Lorenzo,09780,,https://www.culturaiztapalapa.com/planetario,https://www.culturaiztapalapa.com/planetario,iztapalapadifusioncultural@gmail.com,Alc_Iztapalapa,19.32511,-99.06595,http://sic.gob.mx/ficha.php?table=museo&table_id=2386,12/14/2023 06:01,
535,Museo Regional Altepepialcalli,TND,5/4/1996,Alcaldía Milpa Alta,9,Ciudad de México,9,Milpa Alta,1,Villa Milpa Alta,Av. Yucatán Nte. s/n,Col. Villa Milpa Alta,12000,55 5862 3150 ext. 1505,https://www.milpa-alta.cdmx.gob.mx/cultura.html,,museoaltepepialcalli@gmail.com,,19.19214,-99.02159,http://sic.gob.mx/ficha.php?table=museo&table_id=535,5/26/2023 04:08,
794,Museo de Arte Alvar y Carmen T. de Carrillo Gil,Arte,8/30/1974,Secretaría de Cultura/INBA,9,Ciudad de México,10,Álvaro Obregón,1,Álvaro Obregón,Av. Revolución 1608 esq. Altavista,Col. San Ángel,01000,55 8647 5450,http://www.museodeartecarrillogil.com,,macg.socialmedia@inba.gob.mx,Carrillo_Gil,19.34926,-99.19033,http://sic.gob.mx/ficha.php?table=museo&table_id=794,3/2/2023 07:45,
855,Centro Cultural Isidro Fabela-Museo Casa del Risco,Arte,10/8/1958,Fideicomiso Isidro Fabela/Banco de México/Gobierno del Estado de México,9,Ciudad de México,10,Álvaro Obregón,1,Álvaro Obregón,Plaza de San Jacinto 5 y 15,Col. San Ángel,01000,55 5616 2711,https://www.museocasadelrisco.org.mx/,,comunicacion@isidrofabela.org.mx,CasadelRisco,19.34504,-99.19225,http://sic.gob.mx/ficha.php?table=museo&table_id=855,5/25/2023 09:13,
963,Museo de El Carmen,Arte,10/9/1929,Secretaría de Cultura/INAH,9,Ciudad de México,10,Álvaro Obregón,1,Álvaro Obregón,Av. Revolución 4 y 6,Col. San Ángel,01000,55 5616 1177,,https://lugares.inah.gob.mx/lugar-91-es,eva_ayala@inah.gob.mx; melissa_aguilar@inah.gob.mx,,19.34504,-99.18971,http://sic.gob.mx/ficha.php?table=museo&table_id=963,12/14/2023 04:21,
1578,Museo Interactivo de la Guardia Nacional (Cerrado temporalmente),Especializado,2/17/2012,Guardia Nacional,9,Ciudad de México,10,Álvaro Obregón,1,Álvaro Obregón,Belén de las Flores 138,Col. Belén de las Flores,01110,55 1103 6000 ext. 29301 o 29295,,,museogn@gn.gob.mx,,19.39295,-99.21801,http://sic.gob.mx/ficha.php?table=museo&table_id=1578,4/20/2023 05:52,
2322,Museo Nacional de la Vivienda (Munavi),,2/14/2023,Fondo Nacional de la Vivienda para los Trabajadores (INFONAVIT),9,Ciudad de México,10,Álvaro Obregón,1,Álvaro Obregón,"Gustavo E. Campa 60, 1er piso",Col. Guadalupe Inn,01020,800 008 39 00,https://munavi.mx/,,,,19.36066,-99.18619,http://sic.gob.mx/ficha.php?table=museo&table_id=2322,3/6/2023 07:18,
805,Museo Casa Estudio Diego Rivera y Frida Kahlo,Arte,12/8/1986,Secretaría de Cultura/INBA,9,Ciudad de México,10,Álvaro Obregón,1,Álvaro Obregón,Av. Altavista esq. Diego Rivera,Col. San Ángel Inn,01060,55 8647 5470,https://estudiodiegorivera.inba.gob.mx/,,medr.coordinacionacademica@inba.gob.mx,museoestudioDR,19.34956,-99.19733,http://sic.gob.mx/ficha.php?table=museo&table_id=805,3/2/2023 07:15,
730,"Museo Soumaya, Plaza Loreto",Arte,8/12/1994,"Fundación Carlos Slim, A.C.",9,Ciudad de México,10,Álvaro Obregón,1,Álvaro Obregón,Altamirano 46 entre Revolución y Río Magdalena,Col. Tizapán San Ángel,01090,55 5616 3731,http://www.soumaya.com.mx/,,museo@soumaya.org.mx,ElMuseoSoumaya,19.33934,-99.19264,http://sic.gob.mx/ficha.php?table=museo&table_id=730,3/6/2023 08:39,
2237,Museo del Axolote,,10/1/2021,"Axolotitlán Museo del Ajolote, A.C.",9,Ciudad de México,10,Álvaro Obregón,1,Álvaro Obregón,Prol. 5 de Mayo 521,2do Parque las Águilas,01750,55 7898 7876,https://museodelaxolote.org.mx/,,contacto@museodelaxolote.org.mx,Axolotitlan,19.35935,-99.21711,http://sic.gob.mx/ficha.php?table=museo&table_id=2237,4/19/2023 09:20,
2402,Museo Cielito Lindo,,5/12/2023,Alcaldía Xochimilco/Parroquia de Santiago Apostol Tulyehualco,9,Ciudad de México,11,Tláhuac,1,Tláhuac,Belisario Domínguez s/n,,16750,,,,parroquia_santiagoapostol_tulye@hotmail.com,,19.25402,-99.01207,http://sic.gob.mx/ficha.php?table=museo&table_id=2402,9/26/2023 07:39,
738,Museo Regional Comunitario Cuitláhuac,Arqueología,8/3/2002,"Alianza de los Barrios Tizic, Tecpancalco, Atenchincalca y Teopancalco, A. C.",9,Ciudad de México,11,Tláhuac,1,Tláhuac,Calz. Tláhuac-Chalco 63,Barrio La Magdalena,13070,55 5842 5355,,https://mxcity.mx/2019/04/el-museo-regional-comunitario-cuitlahuac-la-cultura-e-historia-de-tlahuac/,jgomuseocuitlahuac@gmail.com,,19.2677,-99.00473,http://sic.gob.mx/ficha.php?table=museo&table_id=738,6/28/2021 07:01,
1078,Museo Andrés Quintana Roo,Arqueología,1/1/1992,Alcaldía Tláhuac,9,Ciudad de México,11,Tláhuac,11,San Andrés Mixquic,Av. Independencia s/n,Col. San Andrés Míxquic,13630,55 2594 6800,,http://www.tlahuac.cdmx.gob.mx/museo-andres-quintana-roo/,benito_tmtz@outlook.com,,19.22528,-98.96455,http://sic.gob.mx/ficha.php?table=museo&table_id=1078,10/28/2021 12:38,
1045,Museo Tomás Medina Villarruel,Arqueología,1/1/1980,Alcaldía  Tláhuac,9,Ciudad de México,11,Tláhuac,21,San Juan Ixtayopan,Av. Sur del Comercio s/n,Pueblo de San Juan Ixtayopan,13500,"55  5862 3250 exts. 1315, 1316",http://www.tlahuac.cdmx.gob.mx/museo-tomas-medina-villaruel/,,,,19.23645,-98.99513,http://sic.gob.mx/ficha.php?table=museo&table_id=1045,3/8/2021 04:21,
1547,Museo de la Casa de Cultura de la UAEMéx ,Historia,3/3/1984,Universidad Autónoma del Estado de México/Secretaría de Difusión Cultural,9,Ciudad de México,12,Tlalpan,1,Tlalpan,Av. Triunfo de la Libertad 9 Bis,Col. Tlalpan,14000,55 5513 5802,https://www.uaemex.mx/oferta-educativa/espacios-universitarios.html,,"ctlalpan@uaemex.mx,",,19.28718,-99.16964,http://sic.gob.mx/ficha.php?table=museo&table_id=1547,4/11/2023 02:55,
1811,Museo del Heroico Colegio Militar,Historia,4/6/2016,Secretaría de la Defensa Nacional (SEDENA),9,Ciudad de México,12,Tlalpan,1,Tlalpan,Carr. México-Cuernavaca km. 22,Col. San Pedro Mártir,14640,"55 5676 5044 exts. 317, 318",,,,,19.25456,-99.15019,http://sic.gob.mx/ficha.php?table=museo&table_id=1811,6/2/2021 04:32,
1991,Museo Casa Estudio Federico & Elsa,Arte,10/15/2013,Fideicomiso Museo Casa Estudio F. Cantú F. & Elsa E. de Cantú,9,Ciudad de México,12,Tlalpan,1,Tlalpan,5 de Mayo 44,Col. Isla de los Sacrificios,14000,55 5573 2228,https://casamuseofedericoyelsa.blogspot.mx,,cantuart@hotmail.com,,19.28589,-99.1742,http://sic.gob.mx/ficha.php?table=museo&table_id=1991,4/21/2020 05:21,
1627,Museo del Tiempo Tlalpan (Cerrado temporalmente),Ciencia y tecnología,1/1/2009,"Museo del Tiempo Tlalpan, A.C.",9,Ciudad de México,12,Tlalpan,1,Tlalpan,Plaza de la Constitución 7,Col. Tlalpan Centro,14000,"55 4219 4082, 55 5513 2175",http://museodeltiempo.com.mx,,museodeltiempo@gmail.com,,19.28835,-99.16753,http://sic.gob.mx/ficha.php?table=museo&table_id=1627,6/2/2022 03:22,
721,Museo de Sitio de Cuicuilco,Arqueología,1/1/1970,Secretaría de Cultura/INAH,9,Ciudad de México,12,Tlalpan,1,Tlalpan,Periférico Sur e Insurgentes s/n,Col. Isidro Fabela,14030,55 5606 9758,http://www.inah.gob.mx/es/red-de-museos/290-museo-de-sitio-de-cuicuilco,,"cuicuilcozonaarqueologica@yahoo.com.mx, zacuicuilco_inah@inah.gob.mx",,19.30076,-99.18175,http://sic.gob.mx/ficha.php?table=museo&table_id=721,4/7/2022 07:32,
916,"Museo Dolores Olmedo (cerrado temporalmente, próxima apertura)",Arte,9/17/1994,Fideicomiso Museo Dolores Olmedo Patiño,9,Ciudad de México,13,Xochimilco,1,Xochimilco,Av. México 5843,Col. La Noria,16030,"55 5555 1221, 5555 1016",http://www.elolmedo.mx ,,difusion@mdop.org.mx,elolmedo_mx,19.26569,-99.12606,http://sic.gob.mx/ficha.php?table=museo&table_id=916,10/11/2023 07:25,
2192,Museo Flor de Chinampas (Chinampaxochitl),,8/10/2022,Gobierno de la Ciudad de México/Secretaría de Cultura,9,Ciudad de México,13,Xochimilco,1,Xochimilco,Periférico Oriente 1,Col. Ciénega Grande,16070,,,,,,19.26346,-99.10472,http://sic.gob.mx/ficha.php?table=museo&table_id=2192,12/6/2022 07:31,
917,Museo Arqueológico de Xochimilco,Arqueología,11/21/1985,Alcaldía  Xochimilco,9,Ciudad de México,13,Xochimilco,1,Xochimilco,Av. Tenochtitlan s/n,La Planta Santa Cruz Acalpixca,16500,55 2157 1757,,http://cdmxtravel.com/es/lugares/museo-arqueologico-de-xochimilco.html,comsoc@xochimilco.df.gob.mx,arqueologico.xochimilco,19.24707,-99.07917,http://sic.gob.mx/ficha.php?table=museo&table_id=917,3/18/2021 09:06,
1335,Casa Museo Benita Galeana,Historia,6/8/2000,Alcaldía  Benito Juárez,9,Ciudad de México,14,Benito Juárez,1,Benito Juárez,Cda. Zutano 11,Col. Periodista,03620,55 5609 1687,,https://www.mexicoescultura.com/recinto/56883/casa-museo-benita-galeana.html,museo_benita@hotmail.com,,19.38281,-99.14548,http://sic.gob.mx/ficha.php?table=museo&table_id=1335,3/10/2023 09:16,
532,Museo Polyforum Siqueiros (Cerrado por remodelación),Arte,12/15/1971,"Polyforum Siqueiros, A.C.",9,Ciudad de México,14,Benito Juárez,1,Benito Juárez,Insurgentes Sur 701,Col. Nápoles,03810,55 5536 4520 al 24 ext. 117,http://www.polyforumsiqueiros.com,,info@polyforumsiqueiros.com.mx,Polyforum,19.393,-99.17332,http://sic.gob.mx/ficha.php?table=museo&table_id=532,3/14/2023 08:16,
2156,Museo de Sitio de la Zona Arqueológica de Mixcoac,,1000-01-01,Secretaría de Cultura/INAH,9,Ciudad de México,14,Benito Juárez,1,Benito Juárez,Pirámide 7,Col. San Pedro de los Pinos,03800,55 5271 4919,https://www.inah.gob.mx/zonas/zona-arqueologica-de-mixcoac,,contacto@inah.gob.mx,,19.38631,-99.18986,http://sic.gob.mx/ficha.php?table=museo&table_id=2156,3/14/2023 07:05,
1776,Planetario Joaquín Gallo,Ciencia y tecnología,1000-01-01,Sociedad Astronómica de México (SAM),9,Ciudad de México,14,Benito Juárez,1,Benito Juárez,Av. División del Norte s/n esq. Miguel Laurent. Parque Francisco Villa (Parque de los Venados),Col. Santa Cruz Atoyac,03310,,,https://cartelera.cdmx.gob.mx/10356/21-01-2023/planetario-joaquin-gallo,info@sam.org.mx,,19.37362,-99.15724,http://sic.gob.mx/ficha.php?table=museo&table_id=1776,3/14/2023 09:15,
1905,Museo del Metro,Arqueología,1/28/2017,Sistema de Transporte Colectivo Metro,9,Ciudad de México,14,Benito Juárez,1,Benito Juárez,Av. Revolución esq. Extremadura,Col. Insurgentes Mixcoac,03920,55 5627 4549,https://www.metro.cdmx.gob.mx/museo-del-metro,,cultura.metro.cdmx@gmail.com,,19.37611,-99.18728,http://sic.gob.mx/ficha.php?table=museo&table_id=1905,3/14/2023 07:35,
2161,Museo Estelar,,11/1/2019,"Museo Estelar, A.C.",9,Ciudad de México,14,Benito Juárez,1,Benito Juárez,Santa Margarita 519,Col. Insurgentes San Borja,03100,,https://museoestelar.com/,,contacto@museoestelar.com,,19.38186,-99.17578,http://sic.gob.mx/ficha.php?table=museo&table_id=2161,3/14/2023 07:57,
1653,Museo de Arte en Azúcar México,Arte,4/1/2012,,9,Ciudad de México,14,Benito Juárez,1,Benito Juárez,Av. Cuauhtémoc 950,Col. Narvarte,03020,55 5523 8434,,,artemexicanodelazucar@hotmail.com,,19.38436,-99.15733,http://sic.gob.mx/ficha.php?table=museo&table_id=1653,3/14/2023 06:38,
1245,Fundación María y Héctor García,Arte,10/28/2008,Fundación María y Héctor García,9,Ciudad de México,14,Benito Juárez,1,Benito Juárez,Cumbres de Maltrata 581,Col. 2da. del Periodista,03620,55 5532 6270,https://www.fundacionmariayhectorgarcia.com/,,fundacion.hg@gmail.com,,19.38265,-99.14471,http://sic.gob.mx/ficha.php?table=museo&table_id=1245,3/13/2023 08:42,
711,Sala de la Odontología Mexicana Dr. Samuel Fastlicht,Ciencia y tecnología,10/23/2004,UNAM/Facultad de Odontología,9,Ciudad de México,15,Cuauhtémoc,1,Cuauhtémoc,Primo Verdad 2,Centro Histórico,06020,55 5522 7128,,,dephistfo@yahoo.com.mx,,19.43435,-99.13074,http://sic.gob.mx/ficha.php?table=museo&table_id=711,4/23/2020 15:46,
1105,Museo del Estanquillo,Antropología,11/23/2006,Fideicomiso Museo del Estanquillo,9,Ciudad de México,15,Cuauhtémoc,1,Cuauhtémoc,Isabel la Católica 26,Centro,06000,55 5521 3052 ext. 101,http://www.museodelestanquillo.cdmx.gob.mx/elmuseo/museo-del-estanquillo,,estanquillo.museo@gmail.com,m_estanquillo,19.43331,-99.13613,http://sic.gob.mx/ficha.php?table=museo&table_id=1105,3/5/2021 05:07,
883,Museo de la Charrería,Historia,1/1/1973,"Federación Mexicana de Charrería, A.C.",9,Ciudad de México,15,Cuauhtémoc,1,Cuauhtémoc,Isabel la Católica 108 esq. Izazaga,Centro Histórico,06080,"55 5709 4823, 55 5709 5032",https://museodelacharreria.org.mx/,,fedmexch@prodigy.net.mx,,19.42602,-99.13716,http://sic.gob.mx/ficha.php?table=museo&table_id=883,12/5/2023 04:24,
2391,Museo de Sitio San Sebastián Atzacoalco ,,7/16/2023,Parroquia de San Sebastián Atzacoalco,9,Ciudad de México,15,Cuauhtémoc,1,Cuauhtémoc,"República de Bolívar 46, esq. Rodríguez",Centro,06000, 55 3450 9471,,,,,19.43193,-99.1387,http://sic.gob.mx/ficha.php?table=museo&table_id=2391,12/1/2023 08:28,
1600,"M68, Memorial de 1968 y Movimientos sociales",Historia,10/22/2007,UNAM/Centro Cultural Universitario Tlatelolco,9,Ciudad de México,15,Cuauhtémoc,1,Cuauhtémoc,Ricardo Flores Magón s/n,Col. Nonoalco Tlatelolco,06900,55 5117 2818 ext. 49697,https://tlatelolco.unam.mx/cm68/,,dg_ccut@unam.mx,ccutlatelolco,19.44988,-99.13712,http://sic.gob.mx/ficha.php?table=museo&table_id=1600,9/18/2023 07:39,
1080,Museo del Palacio de Bellas Artes ,Arte,9/29/1934,Secretaría de Cultura/INBA,9,Ciudad de México,15,Cuauhtémoc,1,Cuauhtémoc,Av. Juárez s/n esq. Eje Central Lázaro Cárdenas,Centro Histórico,06050,"55 1000 4622 ext. 2132, 2155",http://museopalaciodebellasartes.gob.mx/,,gpba.palaciodebellasrtes@inba.gob.mx; mpba.informes@inba.gob.mx,mbellasartes,19.43565,-99.14121,http://sic.gob.mx/ficha.php?table=museo&table_id=1080,11/7/2023 07:47,
706,Museo de Sitio de la SEP,Arqueología,8/19/1994,SEP,9,Ciudad de México,15,Cuauhtémoc,1,Cuauhtémoc,Repúbica de Argentina 28,Centro,06020,55 3601 1000 exts. 51238,,http://www.travelbymexico.com/ciudaddemexico/atractivos/index.php?nom=edfemussep,buzon.escolar@nube.sep.gob.mx,,19.43694,-99.13177,http://sic.gob.mx/ficha.php?table=museo&table_id=706,2/2/2023 02:24,
2067,Museo Salón de Cabildos del Antiguo Palacio del Ayuntamiento,,12/5/2018,Secretaría de Cultura de la Ciudad de México/Museo de la Ciudad de México,9,Ciudad de México,15,Cuauhtémoc,1,Cuauhtémoc,Antiguo Palacio del Ayuntamiento<br>Plaza de la Constitución 2,Centro Histórico,06000,55 5345 8000,https://www.cultura.cdmx.gob.mx/recintos/museos/salon-de-cabildos,,salondecabildos1@gmail.com,,19.43162,-99.13404,http://sic.gob.mx/ficha.php?table=museo&table_id=2067,4/27/2020 09:07,
1176,Museo Panteón de San Fernando ,Historia,7/18/2006,Secretaría de Cultura de la Ciudad de México,9,Ciudad de México,15,Cuauhtémoc,1,Cuauhtémoc,Plaza San Fernando 17,Col. Guerrero,06300,55 5518 4736,https://www.cultura.cdmx.gob.mx/recintos/mpsf,,museopanteon.sf@gmail.com,,19.439,-99.14787,http://sic.gob.mx/ficha.php?table=museo&table_id=1176,7/24/2023 03:44,
1469,Museo del Objeto del Objeto (MODO) (Cerrado temporalmente),Arte,10/21/2010,"Museo del Objeto del Objeto, A.C.",9,Ciudad de México,15,Cuauhtémoc,1,Cuauhtémoc,Colima 145,Col.  Roma Norte,06700,55 5533 9637,http://elmodo.mx,,contacto@elmodo.mx,MUSEOMODO,19.42009,-99.15904,http://sic.gob.mx/ficha.php?table=museo&table_id=1469,6/7/2023 03:08,
2188,Casa-Estudio Leonora Carrington ,,3/1/2021,Universidad Autónoma Metropolitana (UAM),9,Ciudad de México,15,Cuauhtémoc,1,Cuauhtémoc,Chihuahua 194 ,Col. Roma,06700,,https://casaleonoracarrington.uam.mx/,,casaleonoracarringtonuam@gmail.com,casacarrington,19.41801,-99.15638,http://sic.gob.mx/ficha.php?table=museo&table_id=2188,2/15/2023 04:01,
1992,Museo La Ciudad y la Torre a través de los siglos,,3/17/2006,"Miralto, S.A. de C.V.",9,Ciudad de México,15,Cuauhtémoc,1,Cuauhtémoc,"Eje Central Lázaro Cárdenas 2, piso 38",Centro,06000,55 5518 7423,http://torrelatinoamericana.com.mx/museo-ciudad-de-mexico/  ,https://www.miradorlatino.com/,rhernandez@torrelatino.com,,19.43397,-99.1407,http://sic.gob.mx/ficha.php?table=museo&table_id=1992,2/15/2023 04:52,
1532,Mundo Chocolate Museo (MUCHO),Especializado,5/24/2010,"Fundación MUCHO, A.C.",9,Ciudad de México,15,Cuauhtémoc,1,Cuauhtémoc,Milán 45,Col. Juárez,06600,55 5514 1737,,,contacto@mucho.org.mx,,19.42929,-99.15718,http://sic.gob.mx/ficha.php?table=museo&table_id=1532,10/17/2023 03:24,
1313,Museo Memoria y Tolerancia,Historia,10/11/2010,"Memoria y Tolerancia, A.C.",9,Ciudad de México,15,Cuauhtémoc,1,Cuauhtémoc,Av. Juárez 8,Centro,06010,55 5130 5555,https://www.myt.org.mx/,,info@myt.org.mx,museomyt,19.43415,-99.14467,http://sic.gob.mx/ficha.php?table=museo&table_id=1313,8/11/2022 08:43,
1464,Galerías de la Antigua Academia de San Carlos,Arte,11/3/2010,UNAM/Facultad de Artes y Diseño,9,Ciudad de México,15,Cuauhtémoc,1,Cuauhtémoc,"Academia 22, piso 1","Antiguo Barrio Universitario, Centro Histórico",06060,55 5522 3387 ext. 214,http://academiasancarlos.unam.mx/,"		   				 				    			 				 			",difusion.cultural.aasc@fad.unam.mx,,19.43302,-99.12878,http://sic.gob.mx/ficha.php?table=museo&table_id=1464,3/4/2021 04:29,
15,Museo de lo Increíble Ripley,Especializado,12/9/1992,"Atracciones Culturales de México, S.A. de C.V.",9,Ciudad de México,15,Cuauhtémoc,1,Cuauhtémoc,Londres 4,Col. Juárez,06600,55 5546 3784,http://www.museodecera.com.mx/,,mucera@grupomuseodecera.com; coordinacion@grupomuseodecera.com,museoripley,19.42847,-99.15671,http://sic.gob.mx/ficha.php?table=museo&table_id=15,3/5/2021 04:36,
812,Museo Nacional de la Estampa (MUNAE),Arte,12/17/1986,Secretaría de Cultura/INBA,9,Ciudad de México,15,Cuauhtémoc,1,Cuauhtémoc,"Av. Hidalgo 39, Plaza de la Santa Veracruz",Centro,06050,"55 8647 5220 exts. 5440, 5443",http://www.museonacionaldelaestampa.bellasartes.gob.mx/,,munae.informes@inba.gob.mx,MUNAE,19.43687,-99.1427,http://sic.gob.mx/ficha.php?table=museo&table_id=812,2/16/2023 04:26,
439,Museo Nacional de Arte (MUNAL),Arte,7/23/1982,Secretaría de Cultura/INBA,9,Ciudad de México,15,Cuauhtémoc,1,Cuauhtémoc,Tacuba 8,Centro Histórico,06010,55 8647 5430 ext. 5035,http://www.munal.mx/en,,elias.pina@munal.inba.gob.mx,MUNALmx,19.43638,-99.13906,http://sic.gob.mx/ficha.php?table=museo&table_id=439,2/16/2023 04:34,
768,Antiguo Colegio de San Ildefonso,Arte,3/14/1994,UNAM/Secretaría de Cultura/Gobierno de la Ciudad de México,9,Ciudad de México,15,Cuauhtémoc,1,Cuauhtémoc,Justo Sierra 16,Centro Histórico,06020,55 3602 0010 y 12,http://www.sanildefonso.org.mx/,,informes@sanildefonso.org.mx,SanIldefonsoMx,19.43585,-99.13058,http://sic.gob.mx/ficha.php?table=museo&table_id=768,2/16/2023 04:41,
427,Laboratorio Arte Alameda,Arte,1/1/2000,Secretaría de Cultura/INBA,9,Ciudad de México,15,Cuauhtémoc,1,Cuauhtémoc,Calle Dr. Mora 7,Centro Histórico,06050,55 8647 5660,http://www.artealameda.bellasartes.gob.mx/,,info.artealameda@gmail.com,ArteAlameda,19.4364,-99.14677,http://sic.gob.mx/ficha.php?table=museo&table_id=427,4/11/2023 02:53,
854,Palacio de Cultura Banamex (Palacio de Iturbide),Arte,11/15/1971,"Fomento Cultural Banamex, A.C.",9,Ciudad de México,15,Cuauhtémoc,1,Cuauhtémoc,Francisco I. Madero 17,Centro Histórico,06000,55 1226 0004,http://fomentoculturalbanamex.org/,,contacto@fomentoculturalbanamex.org; fernando.gomezgoyzueta@citibanamex.com,FomentoCulturAC ,19.43352,-99.13906,http://sic.gob.mx/ficha.php?table=museo&table_id=854,10/10/2022 03:40,
965,Museo Casa de Carranza,Historia,2/1/1961,Secretaría de Cultura/INAH,9,Ciudad de México,15,Cuauhtémoc,1,Cuauhtémoc,Río Lerma 35 esq. Río Amazonas,Col. Cuauhtémoc dir_casacarranza@inah.gob.mx,06500,55 5535 2920,,,dir_casacarranza@inah.gob.mx; casa_carranza.museo@inah.gob.mx,mcasacarranza,19.43118,-99.16348,http://sic.gob.mx/ficha.php?table=museo&table_id=965,12/14/2023 04:23,
1435,Museo de la Mujer,Historia,3/8/2011,"Federación Mexicana de Universitarias, A.C.",9,Ciudad de México,15,Cuauhtémoc,1,Cuauhtémoc,República de Bolivia 17 ,Centro ,06020,55 5795 9425,http://www.museodelamujer.org.mx,,contacto@museodelamujer.org.mx,museodelamujer,19.43943,-99.13269,http://sic.gob.mx/ficha.php?table=museo&table_id=1435,1/27/2023 04:39,
759,Museo de la Policía de la Ciudad de México,Historia,7/15/1991,Secretaría de Seguridad Pública de la Ciudad de México,9,Ciudad de México,15,Cuauhtémoc,1,Cuauhtémoc,Victoria 82,Centro Histórico,06050,55 8957 3360 ,,,museodelpolicia@gmail.com,,19.43207,-99.14657,http://sic.gob.mx/ficha.php?table=museo&table_id=759,10/9/2023 08:21,
