museo_id,museo_nombre,museo_tematica_n1,museo_fecha_fundacion,museo_adscripcion,estado_id,nom_ent,municipio_id,nom_mun,localidad_id,nom_loc,museo_calle_numero,museo_colonia,museo_cp,museo_telefono1,pagina_web,pagina_web2,email,twitter,gmaps_longitud,gmaps_latitud,link_sic,fecha_mod
1300,"Museo de Paleontología","Ciencia y tecnología","2002-06-15","Ayuntamiento de Julimes",8,"Chihuahua",38,"Julimes",1,"Julimes","Hidalgo y Ocampo núm. 1","Centro","32950","(621) 478 00 01","","","florcig@live.com","",-105.43056,28.42306,"http://sic.gob.mx/ficha.php?table=museo&table_id=1300","2021-02-24 09:31:13-06"
463,"Museo Ciénega de San Pedro","Historia","1992-04-26","Museos Comunitarios de Chihuahua, A.C.",8,"Chihuahua",40,"Madera",1,"Madera","Domicilio Coocido","Centro","31940","(652) 572 10 11","","","","",-108.14148,29.19,"http://sic.gob.mx/ficha.php?table=museo&table_id=463","2019-10-11 05:56:22-05"
474,"Museo Comunitario Cuarenta Casas","Arqueología","1983-06-06","Museos Comunitarios de Chihuahua, A.C.",8,"Chihuahua",40,"Madera",26,"Nicolás Bravo","Socorro Rivera s/n","","31900","(652) 572 10 11","","","","",-108.16749,29.5536,"http://sic.gob.mx/ficha.php?table=museo&table_id=474","2020-02-04 11:19:44-06"
1376,"Museo N'nee Apache","TND","2021-03-05","Municipal",8,"Chihuahua",50,"Nuevo Casas Grandes",1,"Nuevo Casas Grandes","Revolución","Centro","31750","614 464 22 57","","","","",-107.94848,30.37862,"http://sic.gob.mx/ficha.php?table=museo&table_id=1376","2023-04-26 13:13:47-06"
795,"Museo Regional Ojinaga","Ciencia y tecnología","2018-10-20","Patronato Cultural Amigos de Ojinaga, A.C.",8,"Chihuahua",52,"Ojinaga",1,"Manuel Ojinaga","Blvd. Libre Comercio y Av. J.M. Morelos s/n","Col. Constitución","32882","626  453 12 59","","","museoojinaga@gmail.com","",-104.4034,29.55857,"http://sic.gob.mx/ficha.php?table=museo&table_id=795","2023-09-21 05:37:32-06"
1301,"Museo Casa Habitación de Doña Luz Corral de Villa","Historia","1000-01-01","Ayuntamiento de Riva Palacio",8,"Chihuahua",54,"Riva Palacio",1,"San Andrés","Domicilio conocido s/n","Centro","31640","(614) 455 70 34","","","presidenciaderivapalacio@hotmail.com","",0,0,"http://sic.gob.mx/ficha.php?table=museo&table_id=1301","2017-03-13 11:14:23-06"
945,"Museo Comunitario El Minero","Historia","1985-01-01","Museos Comunitarios de Chihuahua, A.C.",8,"Chihuahua",60,"Santa Bárbara",1,"Santa Bárbara","Allende 26","Centro","33580","","http://museocomunitarioelminero.blogspot.com/","","","",-105.81761,26.802,"http://sic.gob.mx/ficha.php?table=museo&table_id=945","2017-03-13 11:15:53-06"
510,"Museo Raíces de Satevó","Historia","1991-08-25","Ayuntamiento de Satevó",8,"Chihuahua",61,"Satevó",1,"San Francisco Javier de Satevó","Domicilio Conocido","Centro","33150","(614) 455 30 17 Pcia. Municipal","","","satevods@hotmail.com","",-106.10647,27.95565,"http://sic.gob.mx/ficha.php?table=museo&table_id=510","2021-02-22 04:34:15-06"
727,"Museo de  Azcapotzalco ","Arte","2018-08-30","Alcaldía  Azcapotzalco",9,"Ciudad de México",2,"Azcapotzalco",1,"Azcapotzalco","Hacienda del Rosario s/n","Col. Prados del Rosario","02420","55 5318 5334","https://www.mexicoescultura.com/recinto/68039/museo-de-azcapotzalco.html","https://www.101museos.com/museos/ciudad_de_mexico/318/museo-de-azcapotzalco","","",-99.20966,19.50138,"http://sic.gob.mx/ficha.php?table=museo&table_id=727","2023-10-17 07:48:49-06"
1233,"Museo Tezozómoc","Ciencia y tecnología","1999-08-09","IPN/Direccion de Difusión de Ciencia y Tecnología",9,"Ciudad de México",2,"Azcapotzalco",1,"Azcapotzalco","Av. Zempoaltecas s/n esq. Av. Manuel Salazar","Col. Ex Hacienda El Rosario","02420","55 5729 6000 exts. 64801, 64817","https://www.ipn.mx/ddicyt/museo-tezozomoc.html","","museotezozomoc@ipn.mx","MuseoTezozomoc",-99.20693,19.49674,"http://sic.gob.mx/ficha.php?table=museo&table_id=1233","2023-03-09 06:59:45-06"
966,"Museo Casa de León Trotsky","Historia","1990-08-21","Instituto del Derecho de Asilo Museo Casa de León Trotsky, A.C.",9,"Ciudad de México",3,"Coyoacán",1,"Coyoacán","Av. Río Churubusco 410","Col. Del Carmen Coyoacán","04100","55 5658 8732","http://museotrotsky.org.mx/","","museotrotsky@outlook.com","",-99.15933,19.35766,"http://sic.gob.mx/ficha.php?table=museo&table_id=966","2023-10-17 08:13:53-06"
852,"Museo del Retrato Hablado (Cerrado por remodelación)","Especializado","2002-01-01","Instituto de Investigaciones Humanas, A.C.",9,"Ciudad de México",3,"Coyoacán",1,"Coyoacán","Av. Universidad 1330","Col. Del Carmen","04100","55 5659 6015","","https://www.turismoencdmx.com/portal/art4179_Museo_del_Retrato_Hablado.html","gabrielajaubert@hotmail.com","",-99.17173,19.35895,"http://sic.gob.mx/ficha.php?table=museo&table_id=852","2023-03-16 09:24:14-06"
287,"Museo Frida Kahlo","Arte","1958-07-12","Fideicomiso Museos Diego Rivera y Frida Kahlo",9,"Ciudad de México",3,"Coyoacán",1,"Coyoacán","Londres 247 ","Col. Del Carmen Coyoacán","04100","55 5554 5999","http://www.museofridakahlo.org.mx","","relacionespublicas@museofridakahlo.org.mx","",-99.16221,19.35501,"http://sic.gob.mx/ficha.php?table=museo&table_id=287","2023-10-17 08:00:52-06"
449,"Universum Museo de las Ciencias","Ciencia y tecnología","1992-12-12","UNAM/Dirección General de Divulgación de la Ciencia",9,"Ciudad de México",3,"Coyoacán",1,"Coyoacán","Circuito Cultural s/n","Cd. Universitaria","04510","55 5424 0694","http://www.universum.unam.mx","https://www.facebook.com/UniversumMuseo/?fref=ts","atencionv@dgdc.unam.mx","UniversumMuseo",-99.18057,19.31136,"http://sic.gob.mx/ficha.php?table=museo&table_id=449","2022-04-18 08:39:40-05"
442,"Museo Anahuacalli","Arqueología","1964-09-18","Fideicomiso Museos Diego Rivera y Frida Kahlo",9,"Ciudad de México",3,"Coyoacán",1,"Coyoacán","Museo 150","Col. San Pablo Tepetlapa","04620","55 5617 4310","http://www.museoanahuacalli.org.mx","","actividadesculturales@museoanahuacalli.org.mx","anahuacalli",-99.14451,19.3227,"http://sic.gob.mx/ficha.php?table=museo&table_id=442","2023-03-16 04:44:31-06"
2384,"Casa Fuerte del Indio Fernández","","1000-01-01","",9,"Ciudad de México",3,"Coyoacán",1,"Coyoacán","Ignacio Zaragoza 51","Santa Catarina","04010","55 6475 2670","","","","https://twitter.com/CasaFuerteIndio?fbclid=IwAR2Uou2gs5LBHG2mrGLdtgRLGV3iuLfnOYa82IgadmMVCJwDygCpXI3iebg",-99.17395,19.34791,"http://sic.gob.mx/ficha.php?table=museo&table_id=2384","2023-06-20 09:41:56-06"
2205,"Pabellón Nacional de la Biodiversidad. Museo interactivo y espacio de investigación","Ciencia y tecnología","2021-10-06","UNAM/Instituto de Biología",9,"Ciudad de México",3,"Coyoacán",1,"Coyoacán","Circuito Centro Cultural Universitario","Ciudad Universitaria","04510","55 5622 8222 ext. 82579","https://pabio.pruebat.org/","","pabio@ib.unam.mx","",-99.18343,19.31179,"http://sic.gob.mx/ficha.php?table=museo&table_id=2205","2022-10-10 04:08:32-05"
396,"Museo de Anatomopatología Veterinaria Manuel H. Sarvide","Ciencia y tecnología","1938-01-01","UNAM/Facultad de Medicina Veterinaria y Zootecnia",9,"Ciudad de México",3,"Coyoacán",1,"Coyoacán","Av. Universidad 3000","Cd. Universitaria","04510","55 5622 5888 ext. 112","http://www.fmvz.unam.mx/fmvz/departamentos/patologia/museo.html","","museopatologia.fmvzunam@gmail.com;  comunicacion.fmvz@hotmail.com","",-99.17774,19.329,"http://sic.gob.mx/ficha.php?table=museo&table_id=396","2023-03-16 06:26:26-06"
507,"Museo Universitario de Ciencias y Artes (MUCA) ","Arte","1960-02-01","UNAM",9,"Ciudad de México",3,"Coyoacán",1,"Coyoacán","Circuito Interior Universitario s/n","Ciudad Universitaria","04510","55 5622 0212","https://muca.unam.mx/","","muca@unam.mx","",-99.18772,19.33096,"http://sic.gob.mx/ficha.php?table=museo&table_id=507","2023-10-17 08:23:53-06"
1476,"Museo del Ejército y Fuerza Aérea ","Historia","2010-09-13","Dirección General de Archivo e Historia de la Secretaría de la Defensa Nacional (SEDENA)",9,"Ciudad de México",3,"Coyoacán",1,"Coyoacán","Calz. de Tlalpan 1836","Col. Country Club","04220","55 5336 5727","https://www.gob.mx/sedena/acciones-y-programas/museo-del-ejercito-y-fuerza-aerea-cd-de-mex","","muefa.2010@gmail.com","",-99.14518,19.35111,"http://sic.gob.mx/ficha.php?table=museo&table_id=1476","2023-03-16 06:47:40-06"
1224,"Museo Universitario de Arte Contemporáneo (MUAC)","Arte","2008-11-26","UNAM",9,"Ciudad de México",3,"Coyoacán",1,"Coyoacán","Av. Insurgentes Sur 3000, Centro Cultural Universitario","Cd. Universitaria","04510","55 5622 6972","http://www.muac.unam.mx/","","informes@muac.unam.mx","muac_unam",-99.18538,19.31442,"http://sic.gob.mx/ficha.php?table=museo&table_id=1224","2021-03-08 03:54:28-06"
978,"Museo Nacional de las Intervenciones","Historia","1981-09-13","Secretaría de Cultura/INAH",9,"Ciudad de México",3,"Coyoacán",1,"Coyoacán","General Anaya s/n esq. Calle 20 de Agosto s/n","Col. San Diego Churubusco","04120","55 5604 0699","https://www.intervenciones.inah.gob.mx/sitio/index.php","","cecilia_genel@inah.gob.mx; leslie_cabriada@inah.gob.mx","https://twitter.com/MIntervenciones",-99.14879,19.35464,"http://sic.gob.mx/ficha.php?table=museo&table_id=978","2023-10-17 03:21:49-06"
976,"Museo Nacional de Culturas Populares","Arte","1982-09-01","Secretaría de Cultura",9,"Ciudad de México",3,"Coyoacán",1,"Coyoacán","Av. Hidalgo 289","Col. Del Carmen","04100","55 4155 0920 ext. 7900 y 7922","https://mncp.cultura.gob.mx/","","cpmncp@cultura.gob.mx; servicioseducativos@cultura.gob.mx","MNCP_DGCP",-99.16098,19.34988,"http://sic.gob.mx/ficha.php?table=museo&table_id=976","2023-05-25 05:03:47-06"
789,"Museo Nacional de la Acuarela Alfredo Guati Rojo","Arte","1967-12-21","Museo Nacional de la Acuarela Alfredo Guati Rojo, A.C.",9,"Ciudad de México",3,"Coyoacán",1,"Coyoacán","Salvador Novo 88","Barrio de Santa Catarina","04010","55 5554 1801","https://acuarela.org.mx/","","avisos@acuarela.org.mx; scarlet.galindo@acuarela.org.mx","https://twitter.com/i/flow/login?redirect_after_login=%2Fmunacuaoficial",-99.17709,19.34858,"http://sic.gob.mx/ficha.php?table=museo&table_id=789","2023-09-19 02:09:30-06"
906,"Museo Bicentenario del Ex Convento del Desierto de los Leones","Arte","2004-06-01","Alcaldía Cuajimalpa/Dirección General de Desarrollo Social",9,"Ciudad de México",4,"Cuajimalpa de Morelos",1,"Cuajimalpa de Morelos","Carr. México-Toluca s/n","Col. La Venta","05020","55 5814 1172","","","jojiga2010@hotmail.com","",-99.31043,19.31303,"http://sic.gob.mx/ficha.php?table=museo&table_id=906","2021-11-04 07:18:45-06"
1820,"Museo Centro Cultural Nacional Pedro Infante ","Historia","2015-03-01","Cuajimalpa/Dirección General de Desarrollo Social/Dirección de Cultura Cívica",9,"Ciudad de México",4,"Cuajimalpa de Morelos",1,"Cuajimalpa de Morelos","Av. Juárez s/n esq. Veracruz","Centro","05000","55 5814 1100 ext. 2212 ","","","recumex@yahoo.com.mx","",-99.29932,19.35727,"http://sic.gob.mx/ficha.php?table=museo&table_id=1820","2023-05-23 06:03:43-06"
1821,"Museo Miguel Hidalgo","Historia","2000-09-01","Alaldía Cuajimalpa de Morelos/Dirección Ejecutiva de  Promoción Deportiva y Turismo Social",9,"Ciudad de México",4,"Cuajimalpa de Morelos",1,"Cuajimalpa de Morelos","Av. Juárez s/n esq. Veracruz","Centro","05000","55 7090 4482","","","","",-99.29896,19.35664,"http://sic.gob.mx/ficha.php?table=museo&table_id=1821","2021-03-05 07:29:13-06"
732,"Museo de Figuras de Cera de la Villa","Especializado","1957-12-12","Particular",9,"Ciudad de México",5,"Gustavo A. Madero",1,"Gustavo A. Madero","Calz. de los Misterios 880","Col. Tepeyac Insurgentes","07020","55 5781 9455","","http://www.chilango.com/ciudad/nota/2012/12/12/el-museo-de-cera-mas-antiguo-del-pais","","",-99.11735,19.48566,"http://sic.gob.mx/ficha.php?table=museo&table_id=732","2022-09-09 08:23:17-05"
1285,"Museo de los Ferrocarrileros","Historia","2006-05-01","Secretaría de Cultura de la Ciudad de México",9,"Ciudad de México",5,"Gustavo A. Madero",1,"Gustavo A. Madero","Alberto Herrera s/n esq. Hidalgo y Aquiles Serdán","Col. Aragón La Villa","07000","55 5118 6407","http://www.cultura.cdmx.gob.mx/recintos/mf","","museodelosferrocarrileros@gmail.com","",-99.11704,19.48142,"http://sic.gob.mx/ficha.php?table=museo&table_id=1285","2023-05-25 08:56:47-06"
908,"Museo de Geología y Paleontología","Ciencia y tecnología","1982-11-01","Instituto Politécnico Nacional/Escuela Superior de Ingeniería y Arquitectura Unidad Ticomán",9,"Ciudad de México",5,"Gustavo A. Madero",1,"Gustavo A. Madero","Av. Ticomán 600","Col. San José Ticomán","07340","55 5729 6000 ext. 56043","https://www.esiatic.ipn.mx/","","frodriguez@ipn.mx ","",-99.13176,19.5085,"http://sic.gob.mx/ficha.php?table=museo&table_id=908","2022-04-18 04:55:00-05"
1706,"El Museo de Historia del Mormonismo en México","Historia","1991-10-01","El Museo de Historia del Mormonismo en México, A.C.",9,"Ciudad de México",5,"Gustavo A. Madero",1,"Gustavo A. Madero","Av. 510 núm. 79 ","Col. San Juan de Aragón, 1a. sección","07950","","https://www.saladeprensamormona.org.mx/articulo/museo-del-mormonismo-en-m-xico","https://www.facebook.com/mmmh.mx ","frgmuseo1@gmail.com","",-99.08759,19.4649,"http://sic.gob.mx/ficha.php?table=museo&table_id=1706","2020-04-23 07:18:03-05"
537,"Planetario Luis Enrique Erro","Ciencia y tecnología","1967-01-02","Instituto Politécnico Nacional (IPN)",9,"Ciudad de México",5,"Gustavo A. Madero",1,"Gustavo A. Madero","Av. Wilfrido Massieu s/n","Col. Zacatenco","07738","55 5729 6000 ext. 53925","https://www.ipn.mx/ddicyt/planetario.html","","jjrodriguez@ipn.mx","",-99.13982,19.49687,"http://sic.gob.mx/ficha.php?table=museo&table_id=537","2023-07-24 03:48:22-06"
728,"Museo de la Basílica de Guadalupe","Arte","1941-10-12","Insigne y Nacional Basílica de Santa María de Guadalupe",9,"Ciudad de México",5,"Gustavo A. Madero",1,"Gustavo A. Madero","Plaza de las Américas 1","Col. Villa de Guadalupe","07050","55 5577 6022 exts. 175, 189, 137, 206","","http://www.virgendeguadalupe.mx/patrimonio-cultural/museo#pieza-del-mes"," museobasilica@gmail.com","",-99.11667,19.4855,"http://sic.gob.mx/ficha.php?table=museo&table_id=728","2022-07-11 04:25:08-05"
2234,"Museo Diablos: Una Historia Incomparable","","2022-04-26","Salón de la Fama Diablos Rojos, AC",9,"Ciudad de México",6,"Iztacalco",1,"Iztacalco","Av. Viaducto Río de la Piedad Ciudad Deportiva de la Magdalena Mixihuca, puerta 8","Col. Granjas México","08400","55 9128 7200","https://fahho.mx/el-museo-diablos-una-historia-incomparable/","","info_oficialeahh@adelm.com;  contacto@diablos-rojos.com","",-99.0975,19.3959,"http://sic.gob.mx/ficha.php?table=museo&table_id=2234","2023-05-23 12:40:03-06"
531,"Museo Comunitario de San Miguel Teotongo","Arqueología","1994-10-31","Alcaldía Iztapalapa/Dirección Ejecutiva de Cultura",9,"Ciudad de México",7,"Iztapalapa",1,"Iztapalapa","Amillita s/n entre Curro Rivera y Américas","Col. San Miguel Teotongo","09630","55 5445 1191","","","mimuseo.smt@gmail.com ","",-98.98766,19.34358,"http://sic.gob.mx/ficha.php?table=museo&table_id=531","2021-10-26 10:03:41-05"
547,"Museo Cabeza de Juárez","Arte","1976-03-21","Alcaldía Iztapalapa/Dirección Ejecutiva de Cultura ",9,"Ciudad de México",7,"Iztapalapa",1,"Iztapalapa","Av. Guelatao s/n","U.H. Cabeza de Juárez III","09227"," 55 1883 6897","",""," comunicacion.culturaiztapalapa@gmail.com","",-99.039,19.38271,"http://sic.gob.mx/ficha.php?table=museo&table_id=547","2023-01-17 04:42:46-06"
1877,"Museo del Servicio de Transportes Eléctricos","","2006-11-01","",9,"Ciudad de México",7,"Iztapalapa",1,"Iztapalapa","Av. Municipio Libre 402, piso 3","Col. San Andrés Tetepilco","09440","55 2595 0000 ext. 286","",""," gchavez@ste.cdmx.gob.mx","",-99.13383,19.36678,"http://sic.gob.mx/ficha.php?table=museo&table_id=1877","2022-08-11 08:36:55-05"
1535,"Museo de las Culturas Pasión por Iztapalapa","Arte","2012-04-12","Alcaldía Iztapalapa",9,"Ciudad de México",7,"Iztapalapa",1,"Iztapalapa","Calz. Ermita  Iztapalapa 100","Barrio San Pablo","09000","55 5445 1068, 55 5445 1114","","","museoculturas100@gmail.com; muciz100@yahoo.com","muciz100    ",-99.0877,19.35752,"http://sic.gob.mx/ficha.php?table=museo&table_id=1535","2023-11-07 04:55:50-06"
910,"Museo Fuego Nuevo","Arqueología","1998-01-10","Alcaldía Iztapalapa/Dirección Ejecutiva de Cultura",9,"Ciudad de México",7,"Iztapalapa",1,"Iztapalapa","Parque Nacional Cerro de la Estrella s/n","Col. Ampl. Veracruzana","09856","55 5686 9443","","","mfuegonuevo.iztapalapa@gmail.com","",-99.09101,19.34799,"http://sic.gob.mx/ficha.php?table=museo&table_id=910","2023-02-20 06:16:01-06"
2256,"Museo Barco Utopía","","2023-04-13","Alcaldía Iztapalapa",9,"Ciudad de México",7,"Iztapalapa",1,"Iztapalapa","Parque Lineal Periférico Oriente y Eje 6 Sur,","Unidad Habitacional Vicente Guerrero","09200"," 55 2924 8932","https://www.culturaiztapalapa.com/barcoutopia","","","",-99.05763,19.36644,"http://sic.gob.mx/ficha.php?table=museo&table_id=2256","2023-04-14 13:31:47-06"
971,"Antiguo Convento de San Juan Evangelista sede del Centro Comunitario Culhuacán","Arte","1984-02-01","Secretaría de Cultura/INAH",9,"Ciudad de México",7,"Iztapalapa",1,"Iztapalapa","Morelos 10","Col. Culhuacán","09800","55 4166 0780 al 84 exts. 413506, 413512","","","carmen_mendoza@inah.gob.mx","",-99.10839,19.33997,"http://sic.gob.mx/ficha.php?table=museo&table_id=971","2023-12-21 06:13:59-06"
2284,"Museo-Observatorio Interactivo de Hundimiento y Fracturamiento (OIHFRA)","","2022-11-18","Alcaldía Iztapalapa/Centro de Geociencias de la UNAM",9,"Ciudad de México",7,"Iztapalapa",1,"Iztapalapa","Colima s/n","San Sebastián Tecoloxtitlán","09520","55 54 45 10 77","https://oihfra.org/","https://www.utopiasiztapalapa.com/utopia-tecoloxtitlan-iztapalapa-cdmx-mexico.php","correo@oihfra.org","",-99.02043,19.36202,"http://sic.gob.mx/ficha.php?table=museo&table_id=2284","2023-06-15 12:37:36-06"
2386,"Planetario Katya Echazarreta","","2023-03-17","Alcaldía Iztapalapa",9,"Ciudad de México",7,"Iztapalapa",1,"Iztapalapa","Río Nilo esq. Av. Reforma","Col. Lomas de San Lorenzo","09780","","https://www.culturaiztapalapa.com/planetario","https://www.culturaiztapalapa.com/planetario","iztapalapadifusioncultural@gmail.com","Alc_Iztapalapa",-99.06595,19.32511,"http://sic.gob.mx/ficha.php?table=museo&table_id=2386","2023-12-14 06:01:55-06"
535,"Museo Regional Altepepialcalli","TND","1996-05-04","Alcaldía Milpa Alta",9,"Ciudad de México",9,"Milpa Alta",1,"Villa Milpa Alta","Av. Yucatán Nte. s/n","Col. Villa Milpa Alta","12000","55 5862 3150 ext. 1505","https://www.milpa-alta.cdmx.gob.mx/cultura.html","","museoaltepepialcalli@gmail.com","",-99.02159,19.19214,"http://sic.gob.mx/ficha.php?table=museo&table_id=535","2023-05-26 04:08:34-06"
794,"Museo de Arte Alvar y Carmen T. de Carrillo Gil","Arte","1974-08-30","Secretaría de Cultura/INBA",9,"Ciudad de México",10,"Álvaro Obregón",1,"Álvaro Obregón","Av. Revolución 1608 esq. Altavista","Col. San Ángel","01000","55 8647 5450","http://www.museodeartecarrillogil.com","","macg.socialmedia@inba.gob.mx","Carrillo_Gil",-99.19033,19.34926,"http://sic.gob.mx/ficha.php?table=museo&table_id=794","2023-03-02 07:45:13-06"
855,"Centro Cultural Isidro Fabela-Museo Casa del Risco","Arte","1958-10-08","Fideicomiso Isidro Fabela/Banco de México/Gobierno del Estado de México",9,"Ciudad de México",10,"Álvaro Obregón",1,"Álvaro Obregón","Plaza de San Jacinto 5 y 15","Col. San Ángel","01000","55 5616 2711","https://www.museocasadelrisco.org.mx/","","comunicacion@isidrofabela.org.mx","CasadelRisco",-99.19225,19.34504,"http://sic.gob.mx/ficha.php?table=museo&table_id=855","2023-05-25 09:13:00-06"
963,"Museo de El Carmen","Arte","1929-10-09","Secretaría de Cultura/INAH",9,"Ciudad de México",10,"Álvaro Obregón",1,"Álvaro Obregón","Av. Revolución 4 y 6","Col. San Ángel","01000","55 5616 1177","","https://lugares.inah.gob.mx/lugar-91-es","eva_ayala@inah.gob.mx; melissa_aguilar@inah.gob.mx","",-99.18971,19.34504,"http://sic.gob.mx/ficha.php?table=museo&table_id=963","2023-12-14 04:21:33-06"
1578,"Museo Interactivo de la Guardia Nacional (Cerrado temporalmente)","Especializado","2012-02-17","Guardia Nacional",9,"Ciudad de México",10,"Álvaro Obregón",1,"Álvaro Obregón","Belén de las Flores 138","Col. Belén de las Flores","01110","55 1103 6000 ext. 29301 o 29295","","","museogn@gn.gob.mx","",-99.21801,19.39295,"http://sic.gob.mx/ficha.php?table=museo&table_id=1578","2023-04-20 05:52:14-06"
2322,"Museo Nacional de la Vivienda (Munavi)","","2023-02-14","Fondo Nacional de la Vivienda para los Trabajadores (INFONAVIT)",9,"Ciudad de México",10,"Álvaro Obregón",1,"Álvaro Obregón","Gustavo E. Campa 60, 1er piso","Col. Guadalupe Inn","01020","800 008 39 00","https://munavi.mx/","","","",-99.18619,19.36066,"http://sic.gob.mx/ficha.php?table=museo&table_id=2322","2023-03-06 07:18:50-06"
805,"Museo Casa Estudio Diego Rivera y Frida Kahlo","Arte","1986-12-08","Secretaría de Cultura/INBA",9,"Ciudad de México",10,"Álvaro Obregón",1,"Álvaro Obregón","Av. Altavista esq. Diego Rivera","Col. San Ángel Inn","01060","55 8647 5470","https://estudiodiegorivera.inba.gob.mx/","","medr.coordinacionacademica@inba.gob.mx","museoestudioDR",-99.19733,19.34956,"http://sic.gob.mx/ficha.php?table=museo&table_id=805","2023-03-02 07:15:34-06"
730,"Museo Soumaya, Plaza Loreto","Arte","1994-08-12","Fundación Carlos Slim, A.C.",9,"Ciudad de México",10,"Álvaro Obregón",1,"Álvaro Obregón","Altamirano 46 entre Revolución y Río Magdalena","Col. Tizapán San Ángel","01090","55 5616 3731","http://www.soumaya.com.mx/","","museo@soumaya.org.mx","ElMuseoSoumaya",-99.19264,19.33934,"http://sic.gob.mx/ficha.php?table=museo&table_id=730","2023-03-06 08:39:08-06"
2237,"Museo del Axolote","","2021-10-01","Axolotitlán Museo del Ajolote, A.C.",9,"Ciudad de México",10,"Álvaro Obregón",1,"Álvaro Obregón","Prol. 5 de Mayo 521","2do Parque las Águilas","01750","55 7898 7876","https://museodelaxolote.org.mx/","","contacto@museodelaxolote.org.mx","Axolotitlan",-99.21711,19.35935,"http://sic.gob.mx/ficha.php?table=museo&table_id=2237","2023-04-19 09:20:38-06"
2402,"Museo Cielito Lindo","","2023-05-12","Alcaldía Xochimilco/Parroquia de Santiago Apostol Tulyehualco",9,"Ciudad de México",11,"Tláhuac",1,"Tláhuac","Belisario Domínguez s/n","","16750","","","","parroquia_santiagoapostol_tulye@hotmail.com","",-99.01207,19.25402,"http://sic.gob.mx/ficha.php?table=museo&table_id=2402","2023-09-26 07:39:41-06"
738,"Museo Regional Comunitario Cuitláhuac","Arqueología","2002-08-03","Alianza de los Barrios Tizic, Tecpancalco, Atenchincalca y Teopancalco, A. C.",9,"Ciudad de México",11,"Tláhuac",1,"Tláhuac","Calz. Tláhuac-Chalco 63","Barrio La Magdalena","13070","55 5842 5355","","https://mxcity.mx/2019/04/el-museo-regional-comunitario-cuitlahuac-la-cultura-e-historia-de-tlahuac/","jgomuseocuitlahuac@gmail.com","",-99.00473,19.2677,"http://sic.gob.mx/ficha.php?table=museo&table_id=738","2021-06-28 07:01:24-05"
1078,"Museo Andrés Quintana Roo","Arqueología","1992-01-01","Alcaldía Tláhuac",9,"Ciudad de México",11,"Tláhuac",11,"San Andrés Mixquic","Av. Independencia s/n","Col. San Andrés Míxquic","13630","55 2594 6800","","http://www.tlahuac.cdmx.gob.mx/museo-andres-quintana-roo/","benito_tmtz@outlook.com","",-98.96455,19.22528,"http://sic.gob.mx/ficha.php?table=museo&table_id=1078","2021-10-28 12:38:20-05"
1045,"Museo Tomás Medina Villarruel","Arqueología","1980-01-01","Alcaldía  Tláhuac",9,"Ciudad de México",11,"Tláhuac",21,"San Juan Ixtayopan","Av. Sur del Comercio s/n","Pueblo de San Juan Ixtayopan","13500","55  5862 3250 exts. 1315, 1316","http://www.tlahuac.cdmx.gob.mx/museo-tomas-medina-villaruel/","","","",-98.99513,19.23645,"http://sic.gob.mx/ficha.php?table=museo&table_id=1045","2021-03-08 04:21:12-06"
1547,"Museo de la Casa de Cultura de la UAEMéx ","Historia","1984-03-03","Universidad Autónoma del Estado de México/Secretaría de Difusión Cultural",9,"Ciudad de México",12,"Tlalpan",1,"Tlalpan","Av. Triunfo de la Libertad 9 Bis","Col. Tlalpan","14000","55 5513 5802","https://www.uaemex.mx/oferta-educativa/espacios-universitarios.html","","ctlalpan@uaemex.mx,","",-99.16964,19.28718,"http://sic.gob.mx/ficha.php?table=museo&table_id=1547","2023-04-11 02:55:39-06"
1811,"Museo del Heroico Colegio Militar","Historia","2016-04-06","Secretaría de la Defensa Nacional (SEDENA)",9,"Ciudad de México",12,"Tlalpan",1,"Tlalpan","Carr. México-Cuernavaca km. 22","Col. San Pedro Mártir","14640","55 5676 5044 exts. 317, 318","","","","",-99.15019,19.25456,"http://sic.gob.mx/ficha.php?table=museo&table_id=1811","2021-06-02 04:32:53-05"
1991,"Museo Casa Estudio Federico & Elsa","Arte","2013-10-15","Fideicomiso Museo Casa Estudio F. Cantú F. & Elsa E. de Cantú",9,"Ciudad de México",12,"Tlalpan",1,"Tlalpan","5 de Mayo 44","Col. Isla de los Sacrificios","14000","55 5573 2228","https://casamuseofedericoyelsa.blogspot.mx","","cantuart@hotmail.com","",-99.1742,19.28589,"http://sic.gob.mx/ficha.php?table=museo&table_id=1991","2020-04-21 05:21:47-05"
1627,"Museo del Tiempo Tlalpan (Cerrado temporalmente)","Ciencia y tecnología","2009-01-01","Museo del Tiempo Tlalpan, A.C.",9,"Ciudad de México",12,"Tlalpan",1,"Tlalpan","Plaza de la Constitución 7","Col. Tlalpan Centro","14000","55 4219 4082, 55 5513 2175","http://museodeltiempo.com.mx","","museodeltiempo@gmail.com","",-99.16753,19.28835,"http://sic.gob.mx/ficha.php?table=museo&table_id=1627","2022-06-02 03:22:14-05"
